timestamp,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,energy_consumption,hour,dayofweek,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_holiday,energy_consumption_lag_24,energy_consumption_lag_48,energy_consumption_lag_168,energy_consumption_roll_mean_24,energy_consumption_roll_std_24
2008-06-12 22:00:00,0.1993567033985111,0.1036789297658864,0.0036796876752897,0.196078431372549,0.85,0.2162162162162162,-0.0106132075471698,0.2135899971552037,0.8333333333333334,0.0,0.0,0,-0.353553390593274,0.6123724356957944,0.2774790660436856,-0.4450418679126288,0.0,-0.7320508075688772,0,0.3622531782526373,-0.0307155700360963,0.0791015427030752,-0.3697810982443035,-0.3105896114884918
2008-02-11 19:00:00,1.7816053708089488,0.1423793597706641,-1.3028786824923193,1.8134092346616069,0.0,-0.5405405405405405,1.0955188679245285,1.8562294260285288,0.5833333333333334,-0.75,-0.6666666666666666,0,-0.6830127018922193,0.1830127018922189,0.0,0.8019377358048382,0.8660254037844382,0.3660254037844386,0,0.5056126589126319,0.9706498668361072,1.5582314662774432,0.1529114680612625,0.5011431242830073
2008-05-02 15:00:00,-0.3899969335760375,-0.3506927854753942,0.8209742197491514,-0.4104996837444654,0.0,-0.5405405405405405,-0.0660377358490566,-0.3982579010823772,0.25,0.25,-0.1666666666666666,0,-0.4999999999999996,-0.5000000000000004,-0.2774790660436855,-0.4450418679126289,0.4999999999999996,-0.6339745962155614,0,-0.3062888828780092,-0.3438467466100665,0.5150587551609261,-0.8869271572655962,-0.5119440051129583
2009-02-08 16:00:00,1.1911295531502617,-0.4046822742474917,0.3602952724988155,1.1808981657179,7.3,-0.5405405405405405,1.159198113207547,1.2432165160730977,0.3333333333333333,0.75,-0.6666666666666666,1,-0.6123724356957942,-0.3535533905932742,-0.5,0.5549581320873711,0.8660254037844382,0.3660254037844386,0,2.1085609954016773,0.3399261852938391,-0.0146876834241963,1.514809114680613,1.3341273266019258
2008-06-06 06:00:00,-0.1152192493133167,0.1700907787864309,-0.3645134510534338,-0.0898165717900062,0.0,-0.1351351351351351,-0.0683962264150943,-0.1129925899836086,-0.5,0.25,0.0,0,0.7071067811865474,0.0,-0.2774790660436855,-0.4450418679126289,0.0,-0.7320508075688772,0,-0.1229780903435218,0.3227838689180602,-0.012636245075581,-0.5722196488606653,-0.9615979289762522
2008-05-09 09:00:00,1.3115943447312963,0.0463449593884377,-0.5121048262245117,1.318785578747628,0.0,-0.2432432432432432,1.2452830188679245,1.3682791693195515,-0.25,0.25,-0.1666666666666666,0,0.4999999999999999,-0.5000000000000001,-0.2774790660436855,-0.4450418679126289,0.4999999999999996,-0.6339745962155614,0,0.5941709494184476,0.5097270478173288,0.5867947860285024,0.5496511019798286,0.4135949089156603
2009-09-06 17:00:00,-0.380210474121339,0.1887243191591019,0.5176243577374386,-0.3788741302972801,0.0,-0.1351351351351351,-0.0153301886792452,-0.3880979151708909,0.4166666666666667,0.75,0.5,1,-0.6830127018922192,-0.1830127018922192,-0.5,0.5549581320873711,-0.9999999999999998,-1.793007356604921e-16,0,0.5217067892886125,-0.3637469750841569,0.1013737693175751,-0.6009204333208821,-0.9051464456103184
2007-08-30 15:00:00,-0.4749173044176078,0.3994266602962259,0.079876147097755,-0.4648956356736242,0.0,0.4054054054054055,-0.1143867924528301,-0.4864194854983134,0.25,0.0,0.3333333333333333,0,-0.4999999999999996,-0.5000000000000004,0.2774790660436856,-0.4450418679126288,-0.8660254037844382,-0.366025403784439,0,-0.4405058155261024,-0.0594843785910314,-0.4216721739071675,-1.185972357116175,-1.2168935040747972
2008-09-02 12:00:00,0.5241888656188631,0.8131868131868134,-1.0274854719648243,0.5275142314990512,0.3666666666666666,0.1891891891891892,1.1639150943396226,0.5508202495292538,0.0,-0.5,0.5,0,8.659560562354932e-17,-0.7071067811865476,0.4999999999999999,0.5549581320873712,-0.9999999999999998,-1.793007356604921e-16,0,0.6318501487692726,-0.5370898619692034,-0.5409799509416368,-0.7548778483376918,-0.7712062162992759
2008-04-26 23:00:00,-0.1505809894762939,-0.41662685140946,0.892369135497764,-0.1821631878557874,0.0,-0.3243243243243243,-0.0660377358490566,-0.1497040057437788,0.9166666666666666,0.5,-0.3333333333333333,1,-0.1830127018922198,0.6830127018922192,-0.6234898018587335,-1.6386156312115574e-16,0.8660254037844383,-0.3660254037844385,0,-0.3996077901000812,0.1546593843366815,0.9570435240933324,-0.9421232723197612,-1.5770889210357704
